VE__SUMM_ |VE__SUMM_ |VE__SUMM_           |VE__SUMM_         |VE__SUMM_   |VE__SUMM_                 |VE__SUMM_                           |VE__SUMM_                         |VE__SUMM_ |VE__SUMM_     |VE__SUMM_             |VE__SUMM_    |VE__SUMM_  |VE__SUMM_                   |VE__SUMM_                                                                                                                                |VE__GNL_ |VE__GNL_ |VE__GNL_   |VE__GNL_ |VE__GNL_ |VE__GNL_      |VE__GNL_       |VE__GNL_       |VE__GNL_    |VE__GNL_     |VE__GNL_    |VE__GNL_     |VE__GNL_  |VE__GNL_     |VE__GNL_ |VE__VISIT_                                            |VE__VISIT_                                                                                  |VE__TIME_ |VE__TIME_ |VE__TIME_   |VE__TIME_ |VE__TIME_ |VE__TIME_ |VE__TIME_   |VE__TIME_ |VE__TIME_ |VE__TIME_ |VE__TIME_ |VE__TIME_  |VE__TIME_ |VE__TIME_ |VE__TIME_  |VE__TIME_ |VE__ERR_ |VE__ERR_ |VE__ERR_                                                                                                                                 |VE__SCIPLAN_ |VE__ID_  |VE__ID_     |VE__ID_  |VE__ID_     |VE__ID_      |VE__INSTR_ |VE__INSTR_    |VE__INSTR_            |VE__INSTR_ |VE__TARGET_ |VE__TARGET_  |VE__TARGET_ |VE__TARGET_ |VE__TARGET_ |VE__TARGET_ |VE__OCTARGET_ |VE__OCTARGET_ |VE__OCTARGET_ |VE__OCTARGET_ |VE__OCTARGET_ |VE__BORESIGHT_ |VE__BORESIGHT_ |VE__BORESIGHT_ |VE__BORESIGHT_ |VE__BORESIGHT_ |VE__GC_ |VE__GC_ |VE__GC_       |VE__GC_        |VE__GC_        |VE__GC_           |VE__GC_     |VE__GC_      |VE__GC_   |VE__GC_   |VE__GC_      |VE__GC_      |VE__GC_   |VE__GC_       |VE__GC_       |VE__GC_   |VE__GC_           |VE__GC_       |VE__GC_      |VE__GC_            |VE__GC_        |VE__GC_       |VE__AXIS_ |VE__AXIS_ |VE__AXIS_ |VE__AXIS_ |VE__OBSDB_ |VE__OBSDB_ |VE__OBSDB_  |VE__OBSDB_ |VE__OBSDB_ |VE__OBSDB_ |VE__OBSDB_ |VE__FOV_ |VE__FOV_   |VE__FOV_    |VE__FOV_  |VE__FOV_   |VE__FOV_ |VE__CDH_ |VE__CDH_ |VE__CDH_   |VE__CDH_     |VE__CDH_   |VE__CDH_ |VE__CDH_        |VE__CDH_ |VE__CDH_      |VE__CDH_ |VE__CDH_ |VE__CDH_           |VE__CDH_            |VE__GEOM_ |VE__GEOM_ |VE__GEOM_           |VE__GEOM_         |VE__GEOM_   |VE__GEOM_         |VE__GEOM_         |VE__GEOM_     |VE__GEOM_       |VE__GEOM_   |VE__GEOM_        |VE__GEOM_    |VE__GEOM_ |VE__GEOM_   |VE__GEOM_         |VE__GEOM_         |VE__GEOM_  |VE__GEOM_        |VE__GEOM_       |VE__GEOM_        |VE__GEOM_          |VE__GEOM_ |VE__GEOM_ |VE__POINTED_  |VE__POINTED_ |VE__POINTED_ |VE__POINTED_      |VE__POINTED_  |VE__POINTED_ |VE__POINTED_       |VE__POINTED_   |VE__POINTED_  |VE__POINTED_ |VE__OCTIME_   |VE__SSR_ |VE__SSR_ |VE__SSR_ |VE__SSR_  |VE__SSR_   |VE__SSR_    |VE__SSR_ |VE__SSR_ |VE__SSR_           |VE__SSR_ |VE__SSR_   |VE__SSR_ |VE__SSR_ |VE__SSR_ |VE__SSR_ |VE__SSR_ |VE__SSR_ |VE__SSR_    |VE__SSR_    |VE__RE_     |VE__RE_         |VE__RE_ |VE__RE_        |VE__RE_      |
ENC_PHASE |VE        |VISIT_ABSSTART      |VISIT_DOYSTART    |VISIT_START |VISIT_NAME                |SE_NAME                             |SAP_NAME                          |SAP_DBID  |INSTRUMENT    |MODE                  |TARGET       |GC         |MT_LIST                     |ERR_MSG                                                                                                                                  |PAD      |SETUP    |START_TIME |DURATION |WRAPUP   |N_ALONG_TRACK |N_ACROSS_TRACK |N_PER_POINTING |N_ALONG_REQ |N_ACROSS_REQ |RAWSSR_GBIT |TARGET_RANGE |EXP_TIME  |RESN         |SOLPHASE |DESCRIPTION                                           |COMMENTS                                                                                    |VE        |OFFSET    |SETUP_START |SETUP_END |SETUP_DUR |SETUP_SSR |SETUP_INSTR |SETUP_GC  |OBS_START |OBS_END   |OBS_DUR   |WRAP_START |WRAP_END  |WRAP_DUR  |START_TIME |DURATION  |N_RED    |N_YELLOW |MSG                                                                                                                                      |VER          |VE_INDEX |VISIT_INDEX |SE_INDEX |SE_SEQUENCE |SE_MASTER_ID |VE         |NAME          |MODE                  |TYPE       |VE          |NAME         |TYPE        |SPICE_CODE  |RA_DEG      |DEC_DEG     |NAME          |TYPE          |SPICE_CODE    |RA_DEG        |DEC_DEG       |NAME           |APPROX         |VALID          |ALT            |AZ             |VE      |TYPE    |N_ALONG_TRACK |N_ACROSS_TRACK |N_PER_POINTING |NTOT_PER_POINTING |N_ALONG_REQ |N_ACROSS_REQ |EXP_TIME  |IMAGE_DT  |ALONG_DT_MIN |ALONG_DT_PAD |ALONG_DT  |ACROSS_DT_MIN |ACROSS_DT_PAD |ACROSS_DT |ALONG_OVERLAP_MIN |ALONG_OVERLAP |ALONG_OFFSET |ACROSS_OVERLAP_MIN |ACROSS_OVERLAP |ACROSS_OFFSET |VALID     |RATE      |TYPE      |APPROX    |VE         |NUM        |DBNAME      |ATTDB      |RATENAME   |RATE       |VALID      |VE       |ALONG_IFOV |ACROSS_IFOV |ALONG     |ACROSS     |VALID    |VE       |SMOOTH   |SSR_FACTOR |IMAGE_DT_MIN |BITS_PER_N |N_DEF    |POINTING_DT_DEF |FRACSEC  |SECTORS_PER_N |EXP_TIME |N_TDI    |LOW_SPEED_RATE_DEF |HIGH_SPEED_RATE_DEF |VE        |MID_TIME  |MID_DATETIME        |MID_DOYTIME       |TARGET_TYPE |TARGET_RADIUS_NOM |TARGET_RADIUS_PAD |TARGET_RADIUS |TARGET_FRACTION |JUST_SUNLIT |POINTING_CONTROL |TARGET_RANGE |SOLPHASE  |OPNAV_SIGMA |ORBNORM_ERR_HW_KM |PROJVEL_ERR_HW_KM |ROLL_ANGLE |ACROSS_ERR_HW_KM |ALONG_ERR_HW_KM |RADIAL_ERR_HW_KM |POINTING_ERR_HW_KM |ACROSS_FW |ALONG_FW  |DURATION_FULL |DURATION     |IMAGE_DT     |ALONG_OVERLAP_MIN |ALONG_OVERLAP |ALONG_OFFSET |ACROSS_OVERLAP_MIN |ACROSS_OVERLAP |ACROSS_OFFSET |POINTING_DT  |DURATION_FULL |VE       |N_IM     |HS_RATE  |HS_BIT    |HS_SECTORS |HS_CLUSTERS |HS_GBIT  |LS_RATE  |LS_PREV_VISIT_NAME |GBIT     |CUMUL_GBIT |SSR1     |SSR2     |HS_GBIT1 |HS_GBIT2 |GBIT1    |GBIT2    |CUMUL_GBIT1 |CUMUL_GBIT2 |SETUP_1SIDE |SETUP_SSR_1SIDE |OFFSET  |DURATION_1SIDE |WRAPUP_1SIDE |
AP3       |0         |2015-06-23T16:00:00 |2015-174T16:00:00 |-1799400    |START_SCI_174_AFT         |                                    |Event                             |0         |No Instrument |No Mode               |No Target    |Untargeted |                            |                                                                                                                                         |         |6        |-1799400   |0        |0        |1             |1              |1              |0.00        |0.00         |0.000       |             |0.000     |             |         |                                                      |                                                                                            |0         |0         |            |          |6         |6         |0           |          |-1799400  |-1799400  |0         |-1799400   |-1799400  |0         |-1799400   |0         |0        |0        |                                                                                                                                         |             |0        |0           |0        |1           |1            |0          |No Instrument |No Mode               |0          |0           |No Target    |2           |            |            |            |              |2             |              |              |              |No Boresight   |               |0              |               |               |0       |1       |1             |1              |1              |1                 |0.00        |0.00         |0.000     |0.000     |0.000        |0.000        |0.000     |0.000         |0.000         |0.000     |                  |              |             |                   |               |              |0         |          |          |          |0          |           |            |           |           |           |0          |0        |           |            |          |           |0        |0        |1        |1.00       |0.0          |0          |1        |0.0             |1        |0             |0.000    |1        |                   |                    |0         |-1799400  |2015-06-23T16:00:00 |2015-174T16:00:00 |2           |                  |0.000             |              |                |            |800.             |             |          |2.00        |                  |                  |180.0      |                 |                |                 |                   |1600.     |1600.     |              |             |             |                  |              |             |                   |               |              |             |              |0        |         |0        |0         |0          |0           |0.000    |         |                   |0.000    |0.000      |0        |0        |0.000    |0.000    |0.000    |0.000    |0.000       |0.000       |0           |0               |0       |0              |0            |
AP3       |1         |2015-06-23T16:45:03 |2015-174T16:45:03 |-1796697    |U_HAZARD_174A             |                                    |U_HAZARD_174A                     |1066      |LORRI         |4x4, manual           |Pluto+Charon |Pointed    |                            |                                                                                                                                         |         |20       |-1796696   |199      |33       |2             |1              |13             |0.34        |0.33         |0.025       |24764228.    |5.000     |495.285      |14.94    |                                                      |                                                                                            |1         |0         |            |          |20        |10        |10          |          |-1796696  |-1796497  |199       |-1796497   |-1796464  |33        |-1796696   |199       |0        |0        |                                                                                                                                         |             |1        |1           |0        |1           |1            |1          |LORRI         |4x4, manual           |2          |1           |Pluto+Charon |0           |999         |            |            |              |2             |              |              |              |LORRI Normal   |-X             |1              |0.00000        |180.00000      |1       |3       |2             |1              |13             |13                |0.34        |0.33         |5.000     |6.000     |77.000       |45.000       |122.000   |199.000       |45.000        |244.000   |256.0             |1512.0        |0.0          |256.0              |1512.0         |0.0           |1         |0.0       |Normal    |-Z        |1          |T46        |DB1 (tight) |628.0      |Rate 6     |17453.     |1          |1        |20.        |20.         |5120.000  |5120.000   |1        |1        |0        |1.25       |0.0          |789504     |1        |45.0            |0        |64            |0.100    |1        |                   |                    |1         |-1796597  |2015-06-23T16:46:43 |2015-174T16:46:43 |0           |1195.000          |50.000            |1245.000      |1.000           |            |800.             |24764228.    |14.94     |2.00        |66.               |489.              |0.0        |66.              |489.            |2715.            |19811.             |1706.     |1740.     |0             |77           |6            |256.0             |1512.0        |0.0          |256.0              |1512.0         |0.0           |122          |              |1        |26       |0        |25658880  |1664       |26          |0.025    |         |                   |0.025    |0.025      |1        |1        |0.025    |0.025    |0.025    |0.025    |0.025       |0.025       |0           |0               |0       |0              |0            |
AP3       |2         |2015-06-23T18:51:03 |2015-174T18:51:03 |-1789137    |U_HAZARD_174B             |                                    |U_HAZARD_174B                     |1067      |LORRI         |4x4, manual           |Pluto+Charon |Pointed    |                            |                                                                                                                                         |7278     |50       |-1789136   |199      |33       |2             |1              |13             |0.34        |0.33         |0.025       |24660024.    |5.000     |493.200      |14.94    |                                                      |                                                                                            |2         |0         |            |          |50        |10        |10          |50        |-1789136  |-1788937  |199       |-1788937   |-1788904  |33        |-1789136   |199       |0        |0        |                                                                                                                                         |             |2        |2           |0        |1           |1            |2          |LORRI         |4x4, manual           |2          |2           |Pluto+Charon |0           |999         |            |            |              |2             |              |              |              |LORRI Normal   |-X             |1              |0.00000        |180.00000      |2       |3       |2             |1              |13             |13                |0.34        |0.33         |5.000     |6.000     |77.000       |45.000       |122.000   |199.000       |45.000        |244.000   |256.0             |1512.0        |0.0          |256.0              |1512.0         |0.0           |1         |0.0       |Normal    |-Z        |2          |T46        |DB1 (tight) |628.0      |Rate 6     |17453.     |1          |2        |20.        |20.         |5120.000  |5120.000   |1        |2        |0        |1.25       |0.0          |789504     |1        |45.0            |0        |64            |0.100    |1        |                   |                    |2         |-1789037  |2015-06-23T18:52:43 |2015-174T18:52:43 |0           |1195.000          |50.000            |1245.000      |1.000           |            |800.             |24660024.    |14.94     |2.00        |66.               |489.              |0.0        |66.              |489.            |2715.            |19728.             |1706.     |1741.     |0             |77           |6            |256.0             |1512.0        |0.0          |256.0              |1512.0         |0.0           |122          |              |2        |26       |0        |25658880  |1664       |26          |0.025    |         |                   |0.025    |0.050      |1        |1        |0.025    |0.025    |0.025    |0.025    |0.050       |0.050       |0           |0               |0       |0              |0            |
AP3       |3         |2015-06-23T19:22:00 |2015-174T19:22:00 |-1787280    |MOPS_MAD_DL               |                                    |E_DSN_3h50m                       |515       |No Instrument |No Mode               |Earth        |Pointed    |                            |ERROR: 2-hour duration specified or calculated. ALERT: Slew or roll required, setup time approximate.                                    |1534     |90       |-1787280   |13800    |0        |1             |1              |1              |1.00        |1.00         |0.000       |4749074944.  |13800.000 |             |167.13   |Madrid DL 18:54 - 22:44                               |                                                                                            |3         |0         |            |          |90        |6         |0           |90        |-1787280  |-1773480  |13800     |-1773480   |-1773480  |0         |-1787280   |13800     |1        |0        |ERROR: 2-hour duration specified or calculated. ALERT: Slew or roll required, setup time approximate.                                    |             |3        |3           |0        |1           |1            |3          |No Instrument |No Mode               |0          |3           |Earth        |0           |399         |            |            |              |2             |              |              |              |+Y             |+Y             |1              |0.00000        |90.00000       |3       |3       |1             |1              |1              |1                 |1.00        |1.00         |13800.000 |13800.000 |13800.000    |0.000        |13800.000 |13800.000     |0.000         |13800.000 |                  |              |             |                   |               |              |1         |0.0       |Normal    |-Z        |3          |           |            |           |           |           |0          |3        |           |            |          |           |0        |3        |1        |1.00       |0.0          |0          |1        |0.0             |1        |0             |0.000    |1        |                   |                    |3         |-1780380  |2015-06-23T21:17:00 |2015-174T21:17:00 |0           |6378.140          |0.000             |6378.140      |1.000           |            |800.             |4749074944.  |167.13    |2.00        |66.               |1129.             |0.0        |66.              |1129.           |2517.            |3799260.           |1603.     |1603.     |0             |13800        |13800        |                  |              |0.0          |                   |               |0.0           |13800        |              |3        |         |0        |0         |0          |0           |0.000    |         |                   |0.000    |0.050      |1        |1        |0.000    |0.000    |0.000    |0.000    |0.050       |0.050       |0           |0               |0       |0              |0            |
AP3       |4         |2015-06-23T20:00:00 |2015-174T20:00:00 |-1785000    |END_SCI_174_AFT           |                                    |Event                             |0         |No Instrument |No Mode               |No Target    |Untargeted |                            |                                                                                                                                         |         |6        |-1785000   |0        |0        |1             |1              |1              |0.00        |0.00         |0.000       |             |0.000     |             |         |                                                      |                                                                                            |4         |0         |            |          |6         |6         |0           |          |-1785000  |-1785000  |0         |-1785000   |-1785000  |0         |-1785000   |0         |0        |0        |                                                                                                                                         |             |4        |4           |0        |1           |1            |4          |No Instrument |No Mode               |0          |4           |No Target    |2           |            |            |            |              |2             |              |              |              |No Boresight   |               |0              |               |               |4       |1       |1             |1              |1              |1                 |0.00        |0.00         |0.000     |0.000     |0.000        |0.000        |0.000     |0.000         |0.000         |0.000     |                  |              |             |                   |               |              |0         |          |          |          |4          |           |            |           |           |           |0          |4        |           |            |          |           |0        |4        |1        |1.00       |0.0          |0          |1        |0.0             |1        |0             |0.000    |1        |                   |                    |4         |-1785000  |2015-06-23T20:00:00 |2015-174T20:00:00 |2           |                  |0.000             |              |                |            |800.             |             |          |2.00        |                  |                  |180.0      |                 |                |                 |                   |1600.     |1600.     |              |             |             |                  |              |             |                   |               |              |             |              |4        |         |0        |0         |0          |0           |0.000    |         |                   |0.000    |0.050      |0        |0        |0.000    |0.000    |0.000    |0.000    |0.050       |0.050       |0           |0               |0       |0              |0            |
AP3       |5         |2015-06-23T20:00:00 |2015-174T20:00:00 |-1785000    |START_SCI_174_NIGHT       |                                    |Event                             |0         |No Instrument |No Mode               |No Target    |Untargeted |                            |                                                                                                                                         |         |6        |-1785000   |0        |0        |1             |1              |1              |0.00        |0.00         |0.000       |             |0.000     |             |         |                                                      |                                                                                            |5         |0         |            |          |6         |6         |0           |          |-1785000  |-1785000  |0         |-1785000   |-1785000  |0         |-1785000   |0         |0        |0        |                                                                                                                                         |             |5        |5           |0        |1           |1            |5          |No Instrument |No Mode               |0          |5           |No Target    |2           |            |            |            |              |2             |              |              |              |No Boresight   |               |0              |               |               |5       |1       |1             |1              |1              |1                 |0.00        |0.00         |0.000     |0.000     |0.000        |0.000        |0.000     |0.000         |0.000         |0.000     |                  |              |             |                   |               |              |0         |          |          |          |5          |           |            |           |           |           |0          |5        |           |            |          |           |0        |5        |1        |1.00       |0.0          |0          |1        |0.0             |1        |0             |0.000    |1        |                   |                    |5         |-1785000  |2015-06-23T20:00:00 |2015-174T20:00:00 |2           |                  |0.000             |              |                |            |800.             |             |          |2.00        |                  |                  |180.0      |                 |                |                 |                   |1600.     |1600.     |              |             |             |                  |              |             |                   |               |              |             |              |5        |         |0        |0         |0          |0           |0.000    |         |                   |0.000    |0.050      |0        |0        |0.000    |0.000    |0.000    |0.000    |0.050       |0.050       |0           |0               |0       |0              |0            |
AP3       |6         |2015-06-23T23:25:01 |2015-174T23:25:01 |-1772699    |PC_VISUV_MAP_A_14         |                                    |PC_VISUV_MAP_A14                  |1068      |LORRI         |1x1, manual           |Pluto+Charon |Pointed    |2.1-1.2                     |ALERT: Slew or roll required, setup time approximate.                                                                                    |641      |140      |-1772699   |2        |33       |1             |1              |2              |0.34        |0.33         |0.031       |24434818.    |0.100     |122.174      |14.94    |3x/day LORRI, 1x/day color+IR, 80m/day UV             |Any roll angle (not designed for astrometry). Each day download FULLFRAME one Pluto-Charon. |6         |0         |            |          |140       |10        |10          |140       |-1772699  |-1772697  |2         |-1772697   |-1772664  |33        |-1772699   |2         |0        |0        |ALERT: Slew or roll required, setup time approximate.                                                                                    |             |6        |6           |0        |1           |1            |6          |LORRI         |1x1, manual           |2          |6           |Pluto+Charon |0           |999         |            |            |              |2             |              |              |              |LORRI Normal   |-X             |1              |0.00000        |180.00000      |6       |3       |1             |1              |2              |2                 |0.34        |0.33         |0.100     |1.000     |1.100        |45.900       |47.000    |1.100         |45.900        |47.000    |256.0             |1512.0        |0.0          |256.0              |1512.0         |0.0           |1         |0.0       |Normal    |-Z        |6          |T46        |DB1 (tight) |628.0      |Rate 6     |17453.     |1          |6        |5.         |5.          |5120.000  |5120.000   |1        |6        |0        |1.25       |0.0          |12632064   |1        |45.0            |0        |1024          |0.100    |1        |                   |                    |6         |-1772698  |2015-06-23T23:25:02 |2015-174T23:25:02 |0           |1195.000          |50.000            |1245.000      |1.000           |            |800.             |24434818.    |14.94     |2.50        |83.               |611.              |0.0        |83.              |611.            |3394.            |19548.             |1709.     |1752.     |0             |1            |1            |256.0             |1512.0        |0.0          |256.0              |1512.0         |0.0           |47           |              |6        |2        |0        |31580160  |2048       |32          |0.031    |         |                   |0.031    |0.081      |1        |1        |0.031    |0.031    |0.031    |0.031    |0.081       |0.081       |0           |0               |0       |0              |0            |
AP3       |7         |2015-06-23T23:27:46 |2015-174T23:27:46 |-1772534    |N_ORBIT_B_DOY174          |                                    |N_ORBIT_B_DOY174                  |1069      |LORRI         |1x1, manual           |Nix          |Pointed    |2.13-1.2, 3.2-1.3           |ALERT: Slew or roll required, setup time approximate. WARNING: No pad (-10< 10 s pad).                                                   |-10      |140      |-1772534   |2        |33       |1             |1              |2              |0.32        |0.31         |0.031       |24434716.    |0.100     |122.174      |14.86    |One LORRI Image pair every 2 days starting P-50d      |Select roll angle for astrometry. Each day download FULLFRAME one Nix.                      |7         |0         |            |          |140       |10        |10          |140       |-1772534  |-1772532  |2         |-1772532   |-1772499  |33        |-1772534   |2         |0        |1        |ALERT: Slew or roll required, setup time approximate. WARNING: No pad (-10< 10 s pad).                                                   |             |7        |7           |0        |1           |1            |7          |LORRI         |1x1, manual           |2          |7           |Nix          |0           |902         |            |            |              |2             |              |              |              |LORRI Normal   |-X             |1              |0.00000        |180.00000      |7       |3       |1             |1              |2              |2                 |0.32        |0.31         |0.100     |1.000     |1.100        |45.900       |47.000    |1.100         |45.900        |47.000    |256.0             |1512.0        |0.0          |256.0              |1512.0         |0.0           |1         |0.0       |Normal    |-Z        |7          |T46        |DB1 (tight) |628.0      |Rate 6     |17453.     |1          |7        |5.         |5.          |5120.000  |5120.000   |1        |7        |0        |1.25       |0.0          |12632064   |1        |45.0            |0        |1024          |0.100    |1        |                   |                    |7         |-1772533  |2015-06-23T23:27:47 |2015-174T23:27:47 |0           |22.000            |54.800            |76.800        |1.000           |            |800.             |24434716.    |14.86     |2.00        |66.               |493.              |0.0        |66.              |493.            |2715.            |19548.             |1612.     |1647.     |0             |1            |1            |256.0             |1512.0        |0.0          |256.0              |1512.0         |0.0           |47           |              |7        |2        |0        |31580160  |2048       |32          |0.031    |         |                   |0.031    |0.112      |1        |1        |0.031    |0.031    |0.031    |0.031    |0.112       |0.112       |0           |0               |0       |0              |0            |
AP3       |8         |2015-06-23T23:34:01 |2015-174T23:34:01 |-1772159    |NAV_C4_L1_CRIT_18_01      |                                    |NAV_C4_L1_CRIT_18_01              |1070      |LORRI         |1x1, manual           |Pluto+Charon |Pointed    |4.1-1.6, 3.2-1.3            |ALERT: Slew or roll required, setup time approximate.                                                                                    |201      |140      |-1772158   |3        |33       |1             |1              |3              |0.34        |0.33         |0.046       |24427360.    |0.100     |122.137      |14.94    |OpNav Campaign 4                                      |                                                                                            |8         |0         |            |          |140       |12        |10          |140       |-1772158  |-1772155  |3         |-1772155   |-1772122  |33        |-1772158   |3         |0        |0        |ALERT: Slew or roll required, setup time approximate.                                                                                    |             |8        |8           |0        |1           |1            |8          |LORRI         |1x1, manual           |2          |8           |Pluto+Charon |0           |999         |            |            |              |2             |              |              |              |LORRI Normal   |-X             |1              |0.00000        |180.00000      |8       |3       |1             |1              |3              |3                 |0.34        |0.33         |0.100     |1.000     |2.100        |45.900       |48.000    |2.100         |45.900        |48.000    |256.0             |1512.0        |0.0          |256.0              |1512.0         |0.0           |1         |0.0       |Normal    |-Z        |8          |T46        |DB1 (tight) |628.0      |Rate 6     |17453.     |1          |8        |5.         |5.          |5120.000  |5120.000   |1        |8        |0        |1.25       |0.0          |12632064   |1        |45.0            |0        |1024          |0.100    |1        |                   |                    |8         |-1772157  |2015-06-23T23:34:03 |2015-174T23:34:03 |0           |1195.000          |50.000            |1245.000      |1.000           |            |800.             |24427360.    |14.94     |2.50        |83.               |611.              |0.0        |83.              |611.            |3394.            |19542.             |1709.     |1752.     |0             |2            |1            |256.0             |1512.0        |0.0          |256.0              |1512.0         |0.0           |48           |              |8        |3        |0        |47370240  |3072       |48          |0.046    |         |                   |0.046    |0.158      |1        |0        |0.046    |0.000    |0.046    |0.000    |0.158       |0.112       |0           |0               |0       |0              |0            |
